post_id,user_id,post_type,post_text,visible,post_date,post_time
336,336,Message,Life is like a box of chocolates,1,2024-01-17,11:25
337,337,Story,Dream big and work hard to make it happen.,1,2024-01-09,13:34
338,338,Message,Lorem ipsum dolor sit amet,0,2024-02-09,9:10
339,339,Story,Believe you can and you're halfway there.,0,2024-02-03,6:33
340,340,Story,Life is not about waiting for the storm to pass,0,2024-01-23,4:00
341,341,Story,Life is 10% what happens to us and 90% how we react to it.,0,2024-01-04,3:10
342,342,Story,The future belongs to those who believe in the beauty of their dreams.,0,2024-02-23,10:37
343,343,Story,make it sweet.,0,2024-01-17,21:30
344,344,Message,You miss 100% of the shots you don't take.,1,2024-01-30,14:17
345,345,Story,choose wisely.,1,2024-02-15,18:19
346,346,Story,Happiness is a choice,1,2024-01-28,11:16
347,347,Story,stronger than you seem,1,2024-01-30,12:33
348,348,Story,The only thing standing between you and your goal is the story you keep telling yourself as to why you can't achieve it.,1,2024-01-12,14:49
349,349,Story,Actions speak louder than words.,0,2024-01-09,23:15
350,350,Message,The quick brown fox jumps over the lazy dog.,1,2024-02-05,12:29
351,351,Story,you never know what you're gonna get.,1,2024-02-20,11:44
352,352,Story,you never know what you're gonna get.,1,2024-02-17,16:03
353,353,Story,Believe you can and you're halfway there.,1,2024-02-07,5:56
354,354,Message,Don't cry because it's over,1,2024-01-19,11:07
355,355,Story,The only person you should try to be better than is the person you were yesterday.,0,2024-02-07,6:52
356,356,Story,you never know what you're gonna get.,1,2024-02-16,0:08
357,357,Story,consectetur adipiscing elit.,0,2024-01-24,22:56
358,358,Story,The greatest glory in living lies not in never falling,1,2024-01-12,15:36
359,359,Message,The only limit to our realization of tomorrow will be our doubts of today.,1,2024-01-15,20:16
360,360,Message,The best way to predict the future is to create it.,1,2024-01-05,14:08
361,361,Message,The quick brown fox jumps over the lazy dog.,1,2024-01-29,11:46
362,362,Message,You miss 100% of the shots you don't take.,1,2024-01-25,7:48
363,363,Message,The world is full of beauty and wonder.,1,2024-01-26,14:49
364,364,Story,Don't be pushed around by the fears in your mind. Be led by the dreams in your heart.,0,2024-02-01,22:43
365,365,Message,Lorem ipsum dolor sit amet,1,2024-01-28,8:45
366,366,Message,Life is 10% what happens to us and 90% how we react to it.,1,2024-01-03,13:37
367,367,Story,Dream big and work hard to make it happen.,0,2024-02-26,17:40
368,368,Message,The sky is blue and the sun is shining.,1,2024-02-24,3:26
369,369,Story,Happiness is a choice,0,2024-02-22,6:50
370,370,Story,The only way to do great work is to love what you do.,0,2024-01-26,3:04
371,371,Message,The only thing standing between you and your goal is the story you keep telling yourself as to why you can't achieve it.,1,2024-02-03,18:46
372,372,Message,You are never too old to set another goal or to dream a new dream.,0,2024-01-06,11:22
373,373,Message,take the moment and make it perfect.,0,2024-01-21,2:15
374,374,Message,smile because it happened.,0,2024-01-05,2:22
375,375,Story,Coding is fun and challenging at the same time.,1,2024-01-27,18:45
376,376,Story,everyone else is already taken.,1,2024-01-18,21:41
377,377,Story,The only person you should try to be better than is the person you were yesterday.,1,2024-02-13,18:18
378,378,Message,take the moment and make it perfect.,1,2024-01-29,15:33
379,379,Story,take the moment and make it perfect.,1,2024-01-27,8:41
380,380,Message,The world is full of beauty and wonder.,1,2024-01-30,18:03
381,381,Story,You miss 100% of the shots you don't take.,0,2024-01-13,2:43
382,382,Story,Life is what happens when you're busy making other plans.,1,2024-02-25,6:51
383,383,Story,Lorem ipsum dolor sit amet,1,2024-01-03,10:21
384,384,Message,You miss 100% of the shots you don't take.,1,2024-02-08,21:57
385,385,Story,Success is walking from failure to failure with no loss of enthusiasm.,1,2024-01-18,6:49
386,386,Story,Dream big and work hard to make it happen.,0,2024-02-23,21:33
387,387,Message,Life is short,1,2024-01-11,11:53
388,388,Story,and smarter than you think.,0,2024-02-03,11:34
389,389,Message,Happiness is a choice,0,2024-01-01,15:32
390,390,Story,The best time to plant a tree was 20 years ago. The second best time is now.,0,2024-01-21,12:38
391,391,Story,but so are you.,0,2024-02-27,1:55
392,392,Story,Success is not final,1,2024-01-22,5:17
393,393,Message,Success is walking from failure to failure with no loss of enthusiasm.,0,2024-01-31,17:54
394,394,Message,In the end,1,2024-02-22,20:38
395,395,Message,but learning to dance in the rain.,0,2024-01-16,4:38
396,396,Message,The sky is blue and the sun is shining.,1,2024-02-16,15:57
397,397,Story,smile because it happened.,1,2024-01-16,20:43
398,398,Story,Life is 10% what happens to us and 90% how we react to it.,0,2024-02-20,0:34
399,399,Story,The best way to predict the future is to create it.,1,2024-01-29,10:19
400,400,Message,The only way to achieve the impossible is to believe it is possible.,0,2024-01-23,17:55
401,401,Story,but so are you.,0,2024-02-27,0:48
402,402,Message,Success is walking from failure to failure with no loss of enthusiasm.,0,2024-01-21,3:55
403,403,Story,The only way to achieve the impossible is to believe it is possible.,1,2024-02-07,20:21
404,404,Message,Be yourself,1,2024-02-08,21:22
405,405,Message,Believe you can and you're halfway there.,1,2024-02-21,6:40
406,406,Message,The early bird catches the worm.,0,2024-01-27,7:18
407,407,Story,and smarter than you think.,0,2024-01-12,14:15
408,408,Message,Lorem ipsum dolor sit amet,0,2024-01-10,1:14
409,409,Story,Happiness is a choice,0,2024-01-19,14:02
410,410,Story,Dream big and work hard to make it happen.,0,2024-02-17,1:28
411,411,Story,failure is not fatal: It is the courage to continue that counts.,0,2024-01-02,9:06
412,412,Story,stronger than you seem,0,2024-02-22,20:40
413,413,Message,Believe you can and you're halfway there.,0,2024-01-05,17:11
414,414,Message,Life is not about waiting for the storm to pass,1,2024-01-21,17:47
415,415,Message,but learning to dance in the rain.,0,2024-01-21,23:53
416,416,Message,Don't cry because it's over,0,2024-01-07,13:39
417,417,Message,The best time to plant a tree was 20 years ago. The second best time is now.,0,2024-02-06,12:37
418,418,Message,Believe you can and you're halfway there.,0,2024-02-08,20:10
419,419,Story,Coding is fun and challenging at the same time.,1,2024-01-30,7:28
420,420,Story,Be yourself,0,2024-02-06,7:02
421,421,Message,The best way to predict the future is to create it.,1,2024-02-17,8:28
422,422,Story,but there's something good in every day.,0,2024-01-16,9:15
423,423,Message,The best way to predict the future is to create it.,0,2024-02-13,16:29
424,424,Message,Success is walking from failure to failure with no loss of enthusiasm.,1,2024-02-03,19:38
425,425,Message,Believe you can and you're halfway there.,0,2024-01-20,16:15
426,426,Message,The only way to achieve the impossible is to believe it is possible.,1,2024-02-04,17:28
427,427,Message,stronger than you seem,1,2024-02-09,22:14
428,428,Message,I love to eat pizza with extra cheese.,1,2024-01-12,0:44
429,429,Story,consectetur adipiscing elit.,1,2024-02-21,17:15
430,430,Story,everyone else is already taken.,1,2024-01-29,4:40
431,431,Story,The only limit to our realization of tomorrow will be our doubts of today.,0,2024-02-21,18:04
432,432,Message,you never know what you're gonna get.,0,2024-02-16,7:35
433,433,Story,Lorem ipsum dolor sit amet,0,2024-01-30,11:28
434,434,Message,and smarter than you think.,1,2024-01-14,12:02
435,435,Message,The only person you should try to be better than is the person you were yesterday.,0,2024-02-19,5:52
436,436,Story,Every day may not be good,0,2024-01-14,20:12
437,437,Message,but learning to dance in the rain.,0,2024-02-27,12:29
438,438,Message,Dream big and work hard to make it happen.,0,2024-02-14,13:37
439,439,Story,Life is not about waiting for the storm to pass,0,2024-01-13,5:00
440,440,Message,but there's something good in every day.,1,2024-01-30,9:42
441,441,Message,Don't cry because it's over,1,2024-02-18,2:42
442,442,Message,not a destination.,0,2024-02-11,19:28
443,443,Message,Coding is fun and challenging at the same time.,1,2024-01-17,15:19
444,444,Story,smile because it happened.,0,2024-02-26,8:30
445,445,Story,The only person you should try to be better than is the person you were yesterday.,0,2024-02-23,6:54
446,446,Message,The only limit to our realization of tomorrow will be our doubts of today.,1,2024-01-17,22:16
447,447,Story,You miss 100% of the shots you don't take.,1,2024-02-14,12:34
448,448,Message,Success is not final,1,2024-02-16,14:05
449,449,Message,The only thing standing between you and your goal is the story you keep telling yourself as to why you can't achieve it.,0,2024-02-04,16:05
450,450,Story,but in rising every time we fall.,0,2024-02-05,15:18
451,451,Message,The early bird catches the worm.,0,2024-02-06,21:19
452,452,Message,Life is tough,0,2024-02-07,19:00
453,453,Story,The world is full of beauty and wonder.,0,2024-02-23,14:06
454,454,Message,The greatest glory in living lies not in never falling,0,2024-01-09,6:50
455,455,Story,consectetur adipiscing elit.,0,2024-01-03,15:09
456,456,Story,take the moment and make it perfect.,0,2024-02-15,1:21
457,457,Story,Success is walking from failure to failure with no loss of enthusiasm.,1,2024-01-25,10:28
458,458,Story,Life is tough,1,2024-02-06,4:33
459,459,Message,The only thing standing between you and your goal is the story you keep telling yourself as to why you can't achieve it.,0,2024-01-26,1:24
460,460,Message,Dream big and work hard to make it happen.,0,2024-02-02,10:27
461,461,Story,failure is not fatal: It is the courage to continue that counts.,1,2024-02-13,11:58
462,462,Story,you never know what you're gonna get.,0,2024-02-08,20:55
463,463,Message,The early bird catches the worm.,0,2024-01-08,12:32
464,464,Message,but there's something good in every day.,0,2024-02-10,20:50
465,465,Story,Life is short,0,2024-01-12,21:14
466,466,Story,you never know what you're gonna get.,1,2024-02-07,10:14
467,467,Story,The best way to predict the future is to create it.,1,2024-02-02,0:15
468,468,Message,Be yourself,0,2024-01-27,22:15
469,469,Message,Happiness is a choice,0,2024-01-04,0:18
470,470,Story,Life is what happens when you're busy making other plans.,1,2024-02-06,21:19
471,471,Message,Life is short,0,2024-01-05,15:33
472,472,Story,make it sweet.,0,2024-01-23,18:39
473,473,Story,Every day may not be good,0,2024-01-04,2:09
474,474,Message,Dream big and work hard to make it happen.,0,2024-01-26,2:24
475,475,Message,Lorem ipsum dolor sit amet,0,2024-02-03,3:18
476,476,Story,The quick brown fox jumps over the lazy dog.,1,2024-02-02,4:02
477,477,Message,The only way to achieve the impossible is to believe it is possible.,1,2024-01-01,5:56
478,478,Message,The only way to do great work is to love what you do.,0,2024-01-02,23:35
479,479,Message,I love to eat pizza with extra cheese.,0,2024-02-26,2:43
480,480,Story,The only person you should try to be better than is the person you were yesterday.,0,2024-01-19,18:50
481,481,Message,You miss 100% of the shots you don't take.,1,2024-01-17,19:07
482,482,Story,The best way to predict the future is to create it.,0,2024-02-06,3:23
483,483,Story,You are never too old to set another goal or to dream a new dream.,0,2024-01-27,2:40
484,484,Message,everyone else is already taken.,0,2024-02-07,0:57
485,485,Story,we only regret the chances we didn't take.,0,2024-01-14,6:36
486,486,Story,Every day may not be good,1,2024-02-26,1:28
487,487,Message,everyone else is already taken.,1,2024-01-28,6:54
488,488,Message,Dream big and work hard to make it happen.,0,2024-01-22,5:29
489,489,Story,choose wisely.,1,2024-01-05,10:34
490,490,Story,but learning to dance in the rain.,1,2024-02-06,11:36
491,491,Story,not a destination.,1,2024-02-05,16:04
492,492,Message,Life is short,1,2024-01-20,5:49
493,493,Story,failure is not fatal: It is the courage to continue that counts.,1,2024-01-15,13:39
494,494,Message,Life is 10% what happens to us and 90% how we react to it.,0,2024-01-10,6:17
495,495,Story,Coding is fun and challenging at the same time.,0,2024-01-09,18:14
496,496,Message,Actions speak louder than words.,1,2024-01-09,13:50
497,497,Message,Dream big and work hard to make it happen.,0,2024-01-01,15:44
498,498,Message,make it sweet.,1,2024-02-09,5:34
499,499,Message,but so are you.,1,2024-02-12,2:46
500,500,Story,everyone else is already taken.,0,2024-02-02,11:48
501,501,Story,Success is not final,1,2024-01-03,5:26
502,502,Story,The early bird catches the worm.,1,2024-02-18,6:19
503,503,Message,The world is full of beauty and wonder.,1,2024-01-11,1:46
504,504,Message,but in rising every time we fall.,1,2024-01-05,20:23
505,505,Story,take the moment and make it perfect.,0,2024-02-21,12:37
506,506,Message,Don't be pushed around by the fears in your mind. Be led by the dreams in your heart.,0,2024-01-14,23:54
507,507,Message,smile because it happened.,0,2024-02-27,23:22
508,508,Message,Actions speak louder than words.,0,2024-01-04,7:53
509,509,Message,Life is like a box of chocolates,0,2024-01-16,3:24
510,510,Message,Success is walking from failure to failure with no loss of enthusiasm.,0,2024-02-25,4:55
511,511,Story,The only person you should try to be better than is the person you were yesterday.,1,2024-01-09,18:13
512,512,Story,The only way to do great work is to love what you do.,1,2024-02-09,15:38
513,513,Story,The best time to plant a tree was 20 years ago. The second best time is now.,1,2024-02-25,21:19
514,514,Message,not a destination.,0,2024-01-06,8:54
515,515,Story,The sky is blue and the sun is shining.,0,2024-01-07,8:00
516,516,Message,not a destination.,0,2024-01-05,13:35
517,517,Message,The best time to plant a tree was 20 years ago. The second best time is now.,0,2024-02-08,7:42
518,518,Story,I love to eat pizza with extra cheese.,1,2024-02-25,18:51
519,519,Story,The only way to do great work is to love what you do.,1,2024-02-20,20:40
520,520,Message,and smarter than you think.,1,2024-01-04,11:24
521,521,Story,failure is not fatal: It is the courage to continue that counts.,1,2024-02-08,22:43
522,522,Message,everyone else is already taken.,1,2024-02-25,11:04
523,523,Message,Life is 10% what happens to us and 90% how we react to it.,0,2024-01-05,8:34
524,524,Story,The best time to plant a tree was 20 years ago. The second best time is now.,0,2024-01-02,7:57
525,525,Message,Life is 10% what happens to us and 90% how we react to it.,1,2024-02-01,22:59
526,526,Message,but in rising every time we fall.,0,2024-02-03,3:41
527,527,Message,but in rising every time we fall.,1,2024-01-26,0:48
528,528,Message,The only person you should try to be better than is the person you were yesterday.,0,2024-02-13,23:25
529,529,Story,Every day may not be good,0,2024-01-23,23:25
530,530,Story,The only limit to our realization of tomorrow will be our doubts of today.,0,2024-02-01,13:26
531,531,Message,make it sweet.,1,2024-01-09,6:54
532,532,Story,Believe you can and you're halfway there.,0,2024-01-18,23:42
533,533,Message,Don't wait for the perfect moment,1,2024-02-21,16:09
534,534,Message,consectetur adipiscing elit.,0,2024-02-06,20:27
535,535,Story,The early bird catches the worm.,1,2024-02-04,17:48
536,536,Message,take the moment and make it perfect.,1,2024-01-16,9:01
537,537,Story,but there's something good in every day.,0,2024-01-29,14:53
538,538,Story,The only thing standing between you and your goal is the story you keep telling yourself as to why you can't achieve it.,0,2024-01-17,0:50
539,539,Message,Don't cry because it's over,0,2024-01-23,22:59
540,540,Story,The best way to predict the future is to create it.,0,2024-01-20,0:26
541,541,Message,consectetur adipiscing elit.,0,2024-02-19,18:51
542,542,Story,stronger than you seem,1,2024-01-26,19:50
543,543,Message,Believe you can and you're halfway there.,1,2024-02-24,22:32
544,544,Message,Life is a journey,0,2024-02-08,18:01
545,545,Story,Dream big and work hard to make it happen.,1,2024-02-24,16:43
546,546,Message,you never know what you're gonna get.,1,2024-01-08,22:48
547,547,Story,but there's something good in every day.,1,2024-01-14,3:43
548,548,Message,but in rising every time we fall.,1,2024-01-07,15:06
549,549,Story,not a destination.,0,2024-01-26,13:54
550,550,Message,The best time to plant a tree was 20 years ago. The second best time is now.,0,2024-01-07,13:15
551,551,Story,The best time to plant a tree was 20 years ago. The second best time is now.,1,2024-01-15,1:41
552,552,Story,consectetur adipiscing elit.,0,2024-01-12,8:36
553,553,Message,Dream big and work hard to make it happen.,1,2024-01-14,6:06
554,554,Story,you never know what you're gonna get.,1,2024-01-29,13:37
555,555,Story,Be yourself,1,2024-01-01,9:31
556,556,Story,The best time to plant a tree was 20 years ago. The second best time is now.,1,2024-01-02,9:17
557,557,Message,Dream big and work hard to make it happen.,0,2024-02-06,10:11
558,558,Message,Every day may not be good,1,2024-02-05,0:57
559,559,Story,consectetur adipiscing elit.,0,2024-01-25,20:11
560,560,Message,Be yourself,0,2024-01-06,6:40
561,561,Message,The only thing standing between you and your goal is the story you keep telling yourself as to why you can't achieve it.,0,2024-02-05,21:38
562,562,Story,failure is not fatal: It is the courage to continue that counts.,0,2024-01-24,2:31
563,563,Story,smile because it happened.,0,2024-01-06,10:39
564,564,Message,The future belongs to those who believe in the beauty of their dreams.,0,2024-02-17,2:20
565,565,Message,but there's something good in every day.,0,2024-02-01,5:55
566,566,Story,we only regret the chances we didn't take.,1,2024-02-13,22:19
567,567,Story,and smarter than you think.,0,2024-01-17,11:48
568,568,Message,In the end,1,2024-01-22,16:54
569,569,Story,Dream big and work hard to make it happen.,0,2024-01-19,23:14
570,570,Story,and smarter than you think.,0,2024-01-30,22:28
571,571,Message,we only regret the chances we didn't take.,0,2024-02-08,3:52
572,572,Message,Dream big and work hard to make it happen.,1,2024-02-22,20:35
573,573,Message,Coding is fun and challenging at the same time.,0,2024-02-04,19:31
574,574,Story,but there's something good in every day.,1,2024-02-12,14:25
575,575,Message,Life is like a box of chocolates,1,2024-01-07,13:10
576,576,Message,Life is a journey,1,2024-01-13,2:44
577,577,Story,everyone else is already taken.,1,2024-02-10,22:51
578,578,Message,consectetur adipiscing elit.,1,2024-01-26,4:17
579,579,Story,take the moment and make it perfect.,0,2024-01-21,16:47
580,580,Message,take the moment and make it perfect.,0,2024-02-01,6:29
581,581,Message,Lorem ipsum dolor sit amet,0,2024-01-28,9:51
582,582,Story,Believe you can and you're halfway there.,0,2024-02-06,15:04
583,583,Story,Success is not final,1,2024-02-12,2:52
584,584,Message,failure is not fatal: It is the courage to continue that counts.,0,2024-02-12,16:46
585,585,Story,but in rising every time we fall.,1,2024-01-13,21:41
586,586,Story,The only person you should try to be better than is the person you were yesterday.,0,2024-01-15,0:14
587,587,Message,The only way to achieve the impossible is to believe it is possible.,0,2024-02-03,11:54
588,588,Story,Happiness is a choice,0,2024-02-23,10:12
589,589,Message,Life is 10% what happens to us and 90% how we react to it.,0,2024-01-14,17:58
590,590,Story,Don't cry because it's over,1,2024-02-12,23:02
591,591,Message,Life is short,1,2024-02-13,3:35
592,592,Message,Don't cry because it's over,0,2024-01-15,8:14
593,593,Story,Life is 10% what happens to us and 90% how we react to it.,0,2024-01-24,15:28
594,594,Story,Be yourself,1,2024-01-12,7:17
595,595,Message,The best way to predict the future is to create it.,0,2024-02-20,20:25
596,596,Message,Actions speak louder than words.,0,2024-02-24,15:30
597,597,Story,Success is not final,1,2024-02-18,4:38
598,598,Story,Life is what happens when you're busy making other plans.,0,2024-01-17,23:06
599,599,Message,Life is what happens when you're busy making other plans.,0,2024-01-16,13:59
600,600,Story,The greatest glory in living lies not in never falling,1,2024-01-27,6:40
601,601,Message,Life is a journey,0,2024-02-19,10:56
602,602,Story,The best time to plant a tree was 20 years ago. The second best time is now.,0,2024-01-03,13:28
603,603,Story,stronger than you seem,0,2024-01-11,23:55
604,604,Story,Don't cry because it's over,0,2024-02-11,13:31
605,605,Story,Believe you can and you're halfway there.,0,2024-02-06,13:22
606,606,Message,Dream big and work hard to make it happen.,1,2024-01-25,4:55
607,607,Message,we only regret the chances we didn't take.,0,2024-02-05,1:30
608,608,Message,we only regret the chances we didn't take.,0,2024-01-06,5:11
609,609,Story,but in rising every time we fall.,0,2024-02-13,13:21
610,610,Story,smile because it happened.,0,2024-02-04,11:35
611,611,Message,The greatest glory in living lies not in never falling,1,2024-01-10,21:57
612,612,Story,Life is 10% what happens to us and 90% how we react to it.,0,2024-02-20,5:14
613,613,Story,Life is 10% what happens to us and 90% how we react to it.,1,2024-02-11,1:04
614,614,Message,The only person you should try to be better than is the person you were yesterday.,0,2024-01-22,15:59
615,615,Story,The sky is blue and the sun is shining.,1,2024-01-21,18:08
616,616,Story,You miss 100% of the shots you don't take.,1,2024-01-23,16:49
617,617,Message,You are never too old to set another goal or to dream a new dream.,1,2024-02-07,10:18
618,618,Story,The best time to plant a tree was 20 years ago. The second best time is now.,0,2024-02-24,4:35
619,619,Story,Actions speak louder than words.,1,2024-02-23,23:45
620,620,Message,Life is 10% what happens to us and 90% how we react to it.,0,2024-02-05,4:22
621,621,Story,The world is full of beauty and wonder.,1,2024-01-19,4:56
622,622,Message,stronger than you seem,0,2024-01-01,4:18
623,623,Story,The only thing standing between you and your goal is the story you keep telling yourself as to why you can't achieve it.,1,2024-01-24,14:45
624,624,Story,Believe you can and you're halfway there.,1,2024-02-15,18:20
625,625,Message,you never know what you're gonna get.,0,2024-01-30,18:43
626,626,Story,but learning to dance in the rain.,0,2024-01-15,20:27
627,627,Message,but there's something good in every day.,0,2024-01-01,20:35
628,628,Story,Every day may not be good,1,2024-01-10,17:57
629,629,Message,I love to eat pizza with extra cheese.,1,2024-02-26,13:14
630,630,Story,You are never too old to set another goal or to dream a new dream.,0,2024-02-14,6:07
631,631,Story,take the moment and make it perfect.,0,2024-02-08,10:24
632,632,Message,failure is not fatal: It is the courage to continue that counts.,1,2024-02-26,6:06
633,633,Message,The future belongs to those who believe in the beauty of their dreams.,0,2024-01-05,14:30
634,634,Story,Life is a journey,1,2024-01-04,22:29
635,635,Story,Be yourself,0,2024-01-27,13:35
636,636,Message,Dream big and work hard to make it happen.,1,2024-01-22,22:30
637,637,Story,Actions speak louder than words.,0,2024-02-01,2:11
638,638,Story,failure is not fatal: It is the courage to continue that counts.,0,2024-01-07,18:49
639,639,Story,Life is like a box of chocolates,1,2024-01-23,6:29
640,640,Story,Don't cry because it's over,0,2024-01-15,11:42
641,641,Story,The only limit to our realization of tomorrow will be our doubts of today.,0,2024-01-22,22:26
642,642,Message,Be yourself,0,2024-01-03,23:18
643,643,Story,Believe you can and you're halfway there.,0,2024-01-30,4:51
644,644,Message,The best way to predict the future is to create it.,0,2024-02-10,16:37
645,645,Message,Life is not about waiting for the storm to pass,0,2024-02-18,20:45
646,646,Story,The quick brown fox jumps over the lazy dog.,0,2024-02-11,2:57
647,647,Story,Happiness is a choice,1,2024-02-14,9:41
648,648,Story,Success is walking from failure to failure with no loss of enthusiasm.,1,2024-02-06,16:29
649,649,Message,consectetur adipiscing elit.,0,2024-02-04,9:44
650,650,Story,You are braver than you believe,1,2024-01-31,20:07
651,651,Message,smile because it happened.,0,2024-02-21,16:17
652,652,Message,The only thing standing between you and your goal is the story you keep telling yourself as to why you can't achieve it.,1,2024-01-16,10:50
653,653,Story,The best way to predict the future is to create it.,0,2024-01-08,16:51
654,654,Message,Happiness is a choice,1,2024-01-06,3:01
655,655,Message,Success is walking from failure to failure with no loss of enthusiasm.,1,2024-01-06,21:18
656,656,Message,Dream big and work hard to make it happen.,1,2024-02-12,23:28
657,657,Story,In the end,1,2024-02-16,8:24
658,658,Message,The sky is blue and the sun is shining.,0,2024-01-26,18:34
659,659,Story,Success is walking from failure to failure with no loss of enthusiasm.,1,2024-01-28,20:11
660,660,Story,everyone else is already taken.,0,2024-02-23,4:24
661,661,Story,but in rising every time we fall.,1,2024-02-07,16:55
662,662,Message,The best time to plant a tree was 20 years ago. The second best time is now.,1,2024-02-20,1:38
