post_id,user_id,post_type,post_text,visible,post_date,post_time
663,663,Message,The only person you should try to be better than is the person you were yesterday.,0,2024-02-26,13:25
664,664,Message,You are braver than you believe,0,2024-02-19,9:43
665,665,Story,The sky is blue and the sun is shining.,0,2024-01-29,4:30
666,666,Story,You are braver than you believe,0,2024-01-17,9:54
667,667,Message,Don't be pushed around by the fears in your mind. Be led by the dreams in your heart.,0,2024-01-10,3:20
668,668,Story,but there's something good in every day.,0,2024-01-13,10:38
669,669,Story,but there's something good in every day.,1,2024-02-23,3:14
670,670,Story,The future belongs to those who believe in the beauty of their dreams.,1,2024-01-07,23:13
671,671,Message,Dream big and work hard to make it happen.,0,2024-01-08,10:51
672,672,Message,The sky is blue and the sun is shining.,0,2024-01-24,11:25
673,673,Story,The world is full of beauty and wonder.,0,2024-01-27,11:03
674,674,Story,The best way to predict the future is to create it.,1,2024-01-24,14:41
675,675,Message,choose wisely.,1,2024-02-14,7:55
676,676,Story,Success is not final,0,2024-01-04,5:53
677,677,Message,and smarter than you think.,1,2024-02-03,21:34
678,678,Story,The sky is blue and the sun is shining.,1,2024-01-17,4:53
679,679,Story,Every day may not be good,0,2024-01-24,7:42
680,680,Message,In the end,1,2024-02-05,16:56
681,681,Message,not a destination.,1,2024-02-10,19:16
682,682,Story,Life is like a box of chocolates,1,2024-01-24,16:37
683,683,Message,You miss 100% of the shots you don't take.,0,2024-01-28,1:29
684,684,Message,The best time to plant a tree was 20 years ago. The second best time is now.,1,2024-01-16,0:28
685,685,Story,You miss 100% of the shots you don't take.,0,2024-02-09,3:00
686,686,Message,You are braver than you believe,1,2024-02-20,4:21
687,687,Story,The sky is blue and the sun is shining.,1,2024-02-22,8:34
688,688,Story,The future belongs to those who believe in the beauty of their dreams.,1,2024-02-17,7:34
689,689,Message,Every day may not be good,0,2024-01-16,13:59
690,690,Story,but in rising every time we fall.,0,2024-01-16,14:12
691,691,Story,The only way to do great work is to love what you do.,1,2024-02-08,17:46
692,692,Story,but so are you.,1,2024-01-19,19:19
693,693,Message,and smarter than you think.,0,2024-02-15,18:07
694,694,Message,smile because it happened.,1,2024-01-25,5:24
695,695,Story,The only way to achieve the impossible is to believe it is possible.,1,2024-01-31,3:07
696,696,Message,and smarter than you think.,1,2024-02-18,19:40
697,697,Message,make it sweet.,0,2024-01-02,14:54
698,698,Story,Actions speak louder than words.,0,2024-01-24,2:29
699,699,Message,Happiness is a choice,1,2024-02-20,9:00
700,700,Story,You are braver than you believe,0,2024-02-17,8:48
701,701,Story,Success is walking from failure to failure with no loss of enthusiasm.,0,2024-01-30,21:08
702,702,Message,The sky is blue and the sun is shining.,1,2024-02-18,21:53
703,703,Story,The quick brown fox jumps over the lazy dog.,1,2024-01-25,2:17
704,704,Story,Actions speak louder than words.,0,2024-01-02,23:51
705,705,Story,Life is short,0,2024-01-10,23:51
706,706,Message,Dream big and work hard to make it happen.,0,2024-02-19,17:05
707,707,Message,Happiness is a choice,0,2024-01-07,1:49
708,708,Message,and smarter than you think.,1,2024-01-29,2:45
709,709,Message,and smarter than you think.,0,2024-01-27,12:42
710,710,Message,I love to eat pizza with extra cheese.,1,2024-02-23,11:41
711,711,Story,Life is 10% what happens to us and 90% how we react to it.,0,2024-02-10,4:49
712,712,Story,but there's something good in every day.,0,2024-01-11,11:16
713,713,Message,Success is walking from failure to failure with no loss of enthusiasm.,0,2024-01-23,12:46
714,714,Story,Success is walking from failure to failure with no loss of enthusiasm.,0,2024-02-23,5:27
715,715,Message,but in rising every time we fall.,0,2024-02-27,12:05
716,716,Story,Coding is fun and challenging at the same time.,0,2024-02-17,3:33
717,717,Story,You miss 100% of the shots you don't take.,1,2024-02-12,7:27
718,718,Story,You miss 100% of the shots you don't take.,0,2024-02-09,20:48
719,719,Message,Happiness is a choice,0,2024-02-07,17:35
720,720,Story,smile because it happened.,0,2024-01-09,12:35
721,721,Message,Happiness is a choice,0,2024-01-06,20:44
722,722,Story,consectetur adipiscing elit.,1,2024-01-03,21:03
723,723,Story,but so are you.,0,2024-02-09,15:21
724,724,Message,but learning to dance in the rain.,0,2024-02-11,19:01
725,725,Message,You are never too old to set another goal or to dream a new dream.,0,2024-02-11,3:02
726,726,Story,not a destination.,1,2024-02-23,1:19
727,727,Story,The world is full of beauty and wonder.,1,2024-01-04,23:39
728,728,Story,everyone else is already taken.,1,2024-01-06,18:50
729,729,Message,Believe you can and you're halfway there.,1,2024-01-31,16:11
730,730,Story,Don't cry because it's over,1,2024-01-04,15:06
731,731,Message,The only thing standing between you and your goal is the story you keep telling yourself as to why you can't achieve it.,1,2024-02-14,7:08
732,732,Story,Lorem ipsum dolor sit amet,0,2024-01-31,17:39
733,733,Message,The best time to plant a tree was 20 years ago. The second best time is now.,0,2024-02-06,1:06
734,734,Story,The future belongs to those who believe in the beauty of their dreams.,1,2024-01-29,6:09
735,735,Message,Don't wait for the perfect moment,1,2024-01-08,18:36
736,736,Message,In the end,0,2024-01-04,4:06
737,737,Message,Don't wait for the perfect moment,1,2024-02-04,5:30
738,738,Story,The only way to achieve the impossible is to believe it is possible.,0,2024-01-28,2:56
739,739,Message,I love to eat pizza with extra cheese.,1,2024-01-27,2:38
740,740,Story,Success is walking from failure to failure with no loss of enthusiasm.,1,2024-01-22,11:35
741,741,Message,The best way to predict the future is to create it.,0,2024-01-14,8:24
742,742,Story,Lorem ipsum dolor sit amet,0,2024-02-06,5:49
743,743,Story,Life is what happens when you're busy making other plans.,0,2024-01-23,2:59
744,744,Message,Dream big and work hard to make it happen.,0,2024-01-16,6:09
745,745,Story,Life is 10% what happens to us and 90% how we react to it.,0,2024-01-18,17:41
746,746,Story,In the end,0,2024-02-07,0:23
747,747,Story,The only thing standing between you and your goal is the story you keep telling yourself as to why you can't achieve it.,0,2024-02-25,11:21
748,748,Story,I love to eat pizza with extra cheese.,1,2024-02-23,8:42
749,749,Message,You are braver than you believe,1,2024-01-21,12:08
750,750,Story,but in rising every time we fall.,1,2024-02-07,22:01
751,751,Message,The best way to predict the future is to create it.,1,2024-01-26,8:59
752,752,Message,choose wisely.,1,2024-02-09,5:56
753,753,Story,The only thing standing between you and your goal is the story you keep telling yourself as to why you can't achieve it.,1,2024-02-23,17:14
754,754,Message,Success is walking from failure to failure with no loss of enthusiasm.,1,2024-01-30,21:09
755,755,Message,In the end,0,2024-01-20,11:39
756,756,Story,Success is walking from failure to failure with no loss of enthusiasm.,1,2024-01-02,16:24
757,757,Message,but so are you.,1,2024-02-06,15:10
758,758,Message,The greatest glory in living lies not in never falling,0,2024-01-04,3:39
759,759,Story,Life is short,1,2024-02-19,9:16
760,760,Story,Happiness is a choice,0,2024-02-13,17:47
761,761,Story,Life is not about waiting for the storm to pass,1,2024-01-23,5:24
762,762,Message,Life is a journey,1,2024-01-17,15:40
763,763,Story,The early bird catches the worm.,1,2024-01-31,15:28
764,764,Story,The greatest glory in living lies not in never falling,1,2024-01-18,22:39
765,765,Story,you never know what you're gonna get.,1,2024-01-12,4:28
766,766,Story,but so are you.,1,2024-01-10,11:13
767,767,Story,not a destination.,1,2024-02-11,5:19
768,768,Story,not a destination.,0,2024-02-06,20:21
769,769,Story,Don't be pushed around by the fears in your mind. Be led by the dreams in your heart.,0,2024-02-26,0:36
770,770,Message,Success is walking from failure to failure with no loss of enthusiasm.,0,2024-02-17,1:31
771,771,Message,failure is not fatal: It is the courage to continue that counts.,1,2024-02-10,20:45
772,772,Message,Life is what happens when you're busy making other plans.,0,2024-01-28,5:04
773,773,Story,Don't be pushed around by the fears in your mind. Be led by the dreams in your heart.,1,2024-02-19,0:15
774,774,Message,The sky is blue and the sun is shining.,0,2024-01-16,21:19
775,775,Story,In the end,1,2024-01-05,10:16
776,776,Message,The best way to predict the future is to create it.,1,2024-01-23,16:17
777,777,Message,Believe you can and you're halfway there.,1,2024-02-21,13:08
778,778,Message,Life is short,1,2024-02-13,7:57
779,779,Message,take the moment and make it perfect.,0,2024-02-21,1:54
780,780,Story,stronger than you seem,0,2024-01-15,5:01
781,781,Story,Be yourself,1,2024-01-03,5:03
782,782,Message,Life is 10% what happens to us and 90% how we react to it.,1,2024-01-16,21:06
783,783,Message,You miss 100% of the shots you don't take.,0,2024-02-13,11:53
784,784,Story,Life is not about waiting for the storm to pass,1,2024-01-23,22:58
785,785,Story,You are braver than you believe,1,2024-02-02,9:52
786,786,Story,you never know what you're gonna get.,0,2024-01-23,6:03
787,787,Story,Dream big and work hard to make it happen.,1,2024-01-11,4:53
788,788,Message,everyone else is already taken.,0,2024-02-19,20:16
789,789,Message,stronger than you seem,0,2024-02-05,12:58
790,790,Message,Life is short,1,2024-01-11,8:51
791,791,Story,stronger than you seem,0,2024-02-13,19:39
792,792,Message,everyone else is already taken.,0,2024-02-18,12:56
793,793,Message,The early bird catches the worm.,1,2024-01-09,13:02
794,794,Story,but so are you.,1,2024-02-14,14:01
795,795,Story,The quick brown fox jumps over the lazy dog.,0,2024-02-12,16:34
796,796,Message,and smarter than you think.,1,2024-02-05,13:38
797,797,Message,Life is a journey,1,2024-02-14,17:00
798,798,Story,The sky is blue and the sun is shining.,1,2024-02-12,8:32
799,799,Message,Life is a journey,1,2024-02-17,12:25
800,800,Message,You are never too old to set another goal or to dream a new dream.,1,2024-02-21,7:51
801,801,Message,Be yourself,1,2024-02-24,18:30
802,802,Story,The only thing standing between you and your goal is the story you keep telling yourself as to why you can't achieve it.,0,2024-02-10,23:23
803,803,Story,and smarter than you think.,0,2024-01-07,8:01
804,804,Story,The only limit to our realization of tomorrow will be our doubts of today.,0,2024-01-03,20:13
805,805,Story,Life is short,0,2024-02-07,22:49
806,806,Message,take the moment and make it perfect.,1,2024-02-08,11:53
807,807,Story,Don't cry because it's over,0,2024-01-26,14:14
808,808,Story,Don't wait for the perfect moment,1,2024-02-17,11:14
809,809,Message,make it sweet.,1,2024-01-24,13:11
810,810,Story,Lorem ipsum dolor sit amet,0,2024-01-20,22:12
811,811,Story,The world is full of beauty and wonder.,0,2024-01-10,17:36
812,812,Message,Success is walking from failure to failure with no loss of enthusiasm.,0,2024-01-24,9:09
813,813,Message,Don't cry because it's over,0,2024-01-28,2:12
814,814,Story,The only person you should try to be better than is the person you were yesterday.,1,2024-02-16,11:08
815,815,Story,stronger than you seem,1,2024-01-23,15:48
816,816,Story,You miss 100% of the shots you don't take.,1,2024-01-15,3:37
817,817,Story,The best time to plant a tree was 20 years ago. The second best time is now.,1,2024-02-27,23:25
818,818,Message,everyone else is already taken.,0,2024-02-17,10:59
819,819,Story,Don't cry because it's over,0,2024-01-08,20:50
820,820,Message,The quick brown fox jumps over the lazy dog.,1,2024-02-26,2:25
821,821,Message,failure is not fatal: It is the courage to continue that counts.,1,2024-01-24,13:42
822,822,Story,Life is 10% what happens to us and 90% how we react to it.,1,2024-01-11,9:48
823,823,Message,Success is walking from failure to failure with no loss of enthusiasm.,0,2024-01-14,7:54
824,824,Story,Life is not about waiting for the storm to pass,0,2024-01-02,2:18
825,825,Message,Life is what happens when you're busy making other plans.,0,2024-01-31,19:35
826,826,Story,The best time to plant a tree was 20 years ago. The second best time is now.,1,2024-01-04,9:31
827,827,Message,The sky is blue and the sun is shining.,1,2024-02-09,9:43
828,828,Story,but so are you.,1,2024-02-21,12:47
829,829,Message,The only way to achieve the impossible is to believe it is possible.,0,2024-01-15,14:24
830,830,Message,Be yourself,0,2024-02-05,8:57
831,831,Message,Actions speak louder than words.,1,2024-01-19,21:51
832,832,Message,The only thing standing between you and your goal is the story you keep telling yourself as to why you can't achieve it.,0,2024-01-08,0:28
833,833,Message,Life is what happens when you're busy making other plans.,1,2024-01-10,20:33
834,834,Story,The only limit to our realization of tomorrow will be our doubts of today.,1,2024-01-21,23:12
835,835,Message,Life is a journey,0,2024-02-18,22:42
836,836,Story,You are never too old to set another goal or to dream a new dream.,1,2024-01-11,12:15
837,837,Story,The greatest glory in living lies not in never falling,1,2024-02-22,3:20
838,838,Story,smile because it happened.,0,2024-02-15,5:25
839,839,Message,Happiness is a choice,1,2024-02-04,12:50
840,840,Story,take the moment and make it perfect.,0,2024-01-13,12:07
841,841,Message,You are braver than you believe,0,2024-02-13,17:06
842,842,Message,The only thing standing between you and your goal is the story you keep telling yourself as to why you can't achieve it.,0,2024-02-24,5:51
843,843,Message,In the end,1,2024-01-11,17:43
844,844,Message,Believe you can and you're halfway there.,1,2024-01-09,6:04
845,845,Message,smile because it happened.,1,2024-02-17,3:42
846,846,Story,Don't wait for the perfect moment,1,2024-02-02,8:52
847,847,Message,You are braver than you believe,1,2024-01-24,3:13
848,848,Story,choose wisely.,0,2024-01-31,11:14
849,849,Story,but there's something good in every day.,1,2024-02-27,4:33
850,850,Message,failure is not fatal: It is the courage to continue that counts.,1,2024-02-20,8:20
851,851,Message,make it sweet.,1,2024-01-14,17:39
852,852,Message,consectetur adipiscing elit.,0,2024-02-20,19:45
853,853,Message,Life is short,0,2024-01-15,18:34
854,854,Story,you never know what you're gonna get.,0,2024-02-21,0:19
855,855,Message,Believe you can and you're halfway there.,1,2024-02-06,0:57
856,856,Story,take the moment and make it perfect.,0,2024-01-01,20:59
857,857,Message,Life is not about waiting for the storm to pass,1,2024-01-19,23:44
858,858,Story,Success is not final,1,2024-02-13,13:01
859,859,Message,The only thing standing between you and your goal is the story you keep telling yourself as to why you can't achieve it.,0,2024-01-01,23:09
860,860,Message,but so are you.,0,2024-01-31,22:40
861,861,Message,but in rising every time we fall.,0,2024-01-20,1:57
862,862,Message,The best time to plant a tree was 20 years ago. The second best time is now.,0,2024-01-13,23:27
863,863,Story,Actions speak louder than words.,0,2024-02-10,18:38
864,864,Message,but learning to dance in the rain.,0,2024-02-05,21:30
865,865,Message,Dream big and work hard to make it happen.,1,2024-01-27,15:57
866,866,Story,The only limit to our realization of tomorrow will be our doubts of today.,0,2024-01-06,1:51
867,867,Message,The only thing standing between you and your goal is the story you keep telling yourself as to why you can't achieve it.,0,2024-01-01,20:50
868,868,Message,failure is not fatal: It is the courage to continue that counts.,1,2024-01-02,0:48
869,869,Message,but so are you.,0,2024-01-14,20:53
870,870,Message,Every day may not be good,1,2024-02-12,7:49
871,871,Story,Actions speak louder than words.,0,2024-02-16,16:03
872,872,Story,Life is a journey,1,2024-01-15,22:27
873,873,Story,The early bird catches the worm.,1,2024-02-09,7:05
874,874,Story,you never know what you're gonna get.,1,2024-01-17,4:29
875,875,Message,You are never too old to set another goal or to dream a new dream.,1,2024-02-16,18:50
876,876,Story,Life is not about waiting for the storm to pass,1,2024-02-03,16:45
877,877,Message,not a destination.,0,2024-01-22,11:28
878,878,Story,but so are you.,0,2024-01-19,17:25
879,879,Story,Be yourself,0,2024-02-01,4:09
880,880,Message,Life is not about waiting for the storm to pass,0,2024-01-18,19:45
881,881,Story,but in rising every time we fall.,1,2024-01-11,18:31
882,882,Story,You are braver than you believe,0,2024-01-04,9:15
883,883,Story,The quick brown fox jumps over the lazy dog.,0,2024-01-10,19:39
884,884,Story,Don't cry because it's over,1,2024-01-26,15:43
885,885,Story,Life is what happens when you're busy making other plans.,0,2024-01-02,5:14
886,886,Message,Coding is fun and challenging at the same time.,0,2024-02-15,17:56
887,887,Story,smile because it happened.,1,2024-02-05,23:32
888,888,Story,but in rising every time we fall.,1,2024-01-19,0:22
889,889,Story,Happiness is a choice,0,2024-01-04,16:19
890,890,Story,The only limit to our realization of tomorrow will be our doubts of today.,0,2024-02-23,2:50
891,891,Story,The sky is blue and the sun is shining.,1,2024-01-15,9:13
892,892,Message,we only regret the chances we didn't take.,1,2024-01-07,18:11
893,893,Message,but so are you.,1,2024-01-31,14:20
894,894,Message,stronger than you seem,1,2024-02-14,10:45
895,895,Story,The future belongs to those who believe in the beauty of their dreams.,1,2024-02-04,1:27
896,896,Message,Life is like a box of chocolates,0,2024-01-23,5:26
897,897,Message,The only limit to our realization of tomorrow will be our doubts of today.,0,2024-01-15,16:17
898,898,Message,Success is not final,1,2024-01-16,21:18
899,899,Message,Life is tough,0,2024-02-07,3:36
900,900,Story,Life is not about waiting for the storm to pass,0,2024-01-16,21:38
901,901,Message,The only way to achieve the impossible is to believe it is possible.,1,2024-01-28,6:49
902,902,Story,In the end,1,2024-02-04,15:31
903,903,Message,everyone else is already taken.,0,2024-02-19,21:45
904,904,Story,Success is walking from failure to failure with no loss of enthusiasm.,0,2024-01-30,3:34
905,905,Story,The greatest glory in living lies not in never falling,0,2024-02-05,0:41
906,906,Story,Don't be pushed around by the fears in your mind. Be led by the dreams in your heart.,0,2024-01-29,10:30
907,907,Message,In the end,1,2024-02-09,23:55
908,908,Story,Coding is fun and challenging at the same time.,0,2024-01-19,3:56
909,909,Message,Don't wait for the perfect moment,0,2024-02-07,1:23
910,910,Message,You are braver than you believe,1,2024-01-05,5:48
911,911,Message,Actions speak louder than words.,1,2024-01-06,23:45
912,912,Message,The quick brown fox jumps over the lazy dog.,0,2024-02-17,7:36
913,913,Message,The best way to predict the future is to create it.,0,2024-02-21,20:49
914,914,Story,Life is like a box of chocolates,1,2024-01-10,16:48
915,915,Message,smile because it happened.,1,2024-01-08,23:56
916,916,Message,Don't cry because it's over,0,2024-01-16,3:38
917,917,Story,The best time to plant a tree was 20 years ago. The second best time is now.,1,2024-02-18,20:20
918,918,Story,consectetur adipiscing elit.,1,2024-02-12,4:58
919,919,Story,The best time to plant a tree was 20 years ago. The second best time is now.,0,2024-01-23,10:22
920,920,Message,Don't cry because it's over,1,2024-02-21,19:59
921,921,Message,The only limit to our realization of tomorrow will be our doubts of today.,0,2024-02-17,4:51
922,922,Message,but there's something good in every day.,1,2024-02-17,16:25
923,923,Story,Don't cry because it's over,0,2024-02-11,17:35
924,924,Story,Success is walking from failure to failure with no loss of enthusiasm.,0,2024-02-08,15:04
925,925,Message,The only way to achieve the impossible is to believe it is possible.,1,2024-02-07,2:33
926,926,Message,The only thing standing between you and your goal is the story you keep telling yourself as to why you can't achieve it.,0,2024-01-01,19:16
927,927,Story,Life is tough,0,2024-01-22,17:44
928,928,Message,make it sweet.,0,2024-01-15,4:36
929,929,Message,and smarter than you think.,0,2024-02-07,18:15
930,930,Story,Life is 10% what happens to us and 90% how we react to it.,1,2024-02-18,13:59
931,931,Story,The world is full of beauty and wonder.,0,2024-02-08,5:04
932,932,Story,Don't be pushed around by the fears in your mind. Be led by the dreams in your heart.,0,2024-01-03,2:20
933,933,Message,The only thing standing between you and your goal is the story you keep telling yourself as to why you can't achieve it.,1,2024-01-01,13:26
934,934,Story,Life is 10% what happens to us and 90% how we react to it.,1,2024-02-02,2:42
935,935,Message,take the moment and make it perfect.,0,2024-01-09,20:24
936,936,Message,Success is not final,0,2024-01-25,1:12
937,937,Story,not a destination.,0,2024-02-01,3:01
938,938,Story,Success is walking from failure to failure with no loss of enthusiasm.,1,2024-02-26,22:12
939,939,Story,everyone else is already taken.,0,2024-02-14,17:07
940,940,Story,you never know what you're gonna get.,1,2024-01-26,20:23
941,941,Story,The only person you should try to be better than is the person you were yesterday.,1,2024-02-16,13:00
942,942,Story,Life is short,1,2024-02-01,3:54
943,943,Message,consectetur adipiscing elit.,0,2024-02-20,22:54
944,944,Story,Lorem ipsum dolor sit amet,0,2024-01-05,4:25
945,945,Message,make it sweet.,1,2024-02-09,15:47
946,946,Message,Don't cry because it's over,0,2024-02-20,22:52
947,947,Message,we only regret the chances we didn't take.,0,2024-01-28,22:10
948,948,Story,The future belongs to those who believe in the beauty of their dreams.,0,2024-01-28,17:18
949,949,Story,Life is a journey,1,2024-01-28,3:31
950,950,Message,but learning to dance in the rain.,1,2024-01-09,2:01
951,951,Message,choose wisely.,0,2024-02-22,11:30
952,952,Story,and smarter than you think.,1,2024-02-07,11:20
953,953,Story,smile because it happened.,1,2024-01-29,1:38
954,954,Message,The world is full of beauty and wonder.,1,2024-01-24,4:47
955,955,Message,The only thing standing between you and your goal is the story you keep telling yourself as to why you can't achieve it.,1,2024-02-06,8:09
956,956,Story,The future belongs to those who believe in the beauty of their dreams.,1,2024-01-25,17:34
957,957,Story,smile because it happened.,0,2024-02-16,15:45
958,958,Story,Success is not final,0,2024-01-12,0:39
959,959,Message,The sky is blue and the sun is shining.,0,2024-02-22,9:50
960,960,Story,make it sweet.,0,2024-02-16,23:09
961,961,Message,Life is like a box of chocolates,0,2024-02-01,15:08
962,962,Message,The only way to do great work is to love what you do.,1,2024-01-24,2:22
963,963,Story,smile because it happened.,0,2024-02-08,8:21
964,964,Story,Dream big and work hard to make it happen.,1,2024-01-09,5:38
965,965,Story,Don't wait for the perfect moment,0,2024-01-14,15:54
966,966,Story,Coding is fun and challenging at the same time.,1,2024-01-18,14:03
967,967,Message,Be yourself,0,2024-01-16,12:22
968,968,Message,we only regret the chances we didn't take.,0,2024-01-17,20:20
969,969,Story,I love to eat pizza with extra cheese.,1,2024-01-31,14:46
970,970,Message,Life is 10% what happens to us and 90% how we react to it.,1,2024-01-15,16:00
971,971,Message,Happiness is a choice,1,2024-02-11,17:53
972,972,Story,but in rising every time we fall.,0,2024-02-04,10:55
973,973,Message,Happiness is a choice,1,2024-02-08,4:26
974,974,Message,Life is a journey,1,2024-02-22,14:04
975,975,Story,Actions speak louder than words.,1,2024-02-03,19:36
976,976,Story,The only way to achieve the impossible is to believe it is possible.,1,2024-01-02,21:10
977,977,Message,but so are you.,1,2024-01-31,22:59
978,978,Message,smile because it happened.,1,2024-01-26,16:09
979,979,Message,everyone else is already taken.,0,2024-02-24,22:11
980,980,Message,Don't wait for the perfect moment,1,2024-01-18,6:53
981,981,Story,Actions speak louder than words.,1,2024-02-14,20:10
982,982,Message,choose wisely.,0,2024-01-18,6:18
983,983,Message,take the moment and make it perfect.,0,2024-02-09,21:56
984,984,Message,but in rising every time we fall.,1,2024-01-04,11:58
985,985,Story,Dream big and work hard to make it happen.,1,2024-01-17,20:21
986,986,Message,Dream big and work hard to make it happen.,0,2024-01-04,15:36
987,987,Story,smile because it happened.,0,2024-01-31,14:19
988,988,Message,Life is not about waiting for the storm to pass,1,2024-02-17,2:47
989,989,Message,I love to eat pizza with extra cheese.,0,2024-02-20,1:43
990,990,Message,In the end,0,2024-02-24,13:43
991,991,Message,The early bird catches the worm.,1,2024-01-26,19:00
992,992,Message,You are never too old to set another goal or to dream a new dream.,0,2024-01-14,3:06
993,993,Message,The future belongs to those who believe in the beauty of their dreams.,0,2024-02-27,4:07
994,994,Message,In the end,1,2024-01-18,17:20
995,995,Story,Life is what happens when you're busy making other plans.,1,2024-02-23,4:31
996,996,Story,Dream big and work hard to make it happen.,0,2024-01-18,3:25
997,997,Message,you never know what you're gonna get.,1,2024-02-20,20:27
998,998,Message,Happiness is a choice,0,2024-01-31,3:10
999,999,Story,Believe you can and you're halfway there.,1,2024-01-02,12:33
1000,1000,Message,stronger than you seem,1,2024-02-03,0:26
